image_path,label_path,sequence_id,split,width,height,object_count,plastic_count,bio_count,rov_count
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000033_42727712_a5058c6ac2.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000033_42727712_a5058c6ac2.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000035_83040146_d2bd3a2f7e.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000035_83040146_d2bd3a2f7e.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000037_87790540_c4d4de0ac9.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000037_87790540_c4d4de0ac9.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000039_71853102_293956c9b9.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000039_71853102_293956c9b9.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000041_71647940_076a91c831.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000041_71647940_076a91c831.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000043_30295401_c80c68fff9.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000043_30295401_c80c68fff9.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000045_36362059_6543dfa4a7.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000045_36362059_6543dfa4a7.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000047_66690938_219b4d323b.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000047_66690938_219b4d323b.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000049_72799646_3a62c1d78f.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000049_72799646_3a62c1d78f.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000051_38743309_1e742ba5b3.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000051_38743309_1e742ba5b3.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000053_57459438_91b286a388.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000053_57459438_91b286a388.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000055_7013020_1fdf4cb69c.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000055_7013020_1fdf4cb69c.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000057_45626758_d8e393be50.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000057_45626758_d8e393be50.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000059_46398853_553f7607e8.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000059_46398853_553f7607e8.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000061_2446321_f136203057.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000061_2446321_f136203057.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000063_76271206_7bc6fe564a.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000063_76271206_7bc6fe564a.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000065_91738078_327ee8d43c.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000065_91738078_327ee8d43c.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000067_73446559_fd79d45373.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000067_73446559_fd79d45373.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000069_79856642_81c8de52b4.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000069_79856642_81c8de52b4.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000071_61177271_be778f6bbe.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000071_61177271_be778f6bbe.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000073_84757091_537f23915e.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000073_84757091_537f23915e.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000075_28281642_5352e1e1b2.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000075_28281642_5352e1e1b2.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000077_73480399_a0412d27bb.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000077_73480399_a0412d27bb.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000079_20999823_839c6534b9.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000079_20999823_839c6534b9.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000081_21872883_0a31bdc6ae.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000081_21872883_0a31bdc6ae.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000083_49785603_3d3f26560a.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000083_49785603_3d3f26560a.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000085_12655896_b385ca1fcb.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000085_12655896_b385ca1fcb.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000087_68470614_0865a36bbd.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000087_68470614_0865a36bbd.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000089_73761034_f64a3f092d.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000089_73761034_f64a3f092d.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000091_15464334_64babff85d.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000091_15464334_64babff85d.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000093_72853997_b1dd6b1fac.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000093_72853997_b1dd6b1fac.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000095_80299153_f526e3bab4.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000095_80299153_f526e3bab4.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000097_13332701_ec6b95d5d5.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000097_13332701_ec6b95d5d5.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000099_2450461_04307139d1.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000099_2450461_04307139d1.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000101_81570894_4dfdebb0f8.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000101_81570894_4dfdebb0f8.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000103_57172760_d6c9c5e7df.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000103_57172760_d6c9c5e7df.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000105_92186268_910351d31c.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000105_92186268_910351d31c.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000107_33921167_23e93ad866.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000107_33921167_23e93ad866.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000109_89080721_58e82883fb.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000109_89080721_58e82883fb.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000111_56469247_ca066226a2.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000111_56469247_ca066226a2.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000113_30647891_de9859bdc3.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000113_30647891_de9859bdc3.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000115_14520048_a5fe67048a.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000115_14520048_a5fe67048a.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000117_96466914_e9e94ad1a7.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000117_96466914_e9e94ad1a7.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000119_43134067_cb99d28565.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000119_43134067_cb99d28565.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000121_48937878_e63a29bed1.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000121_48937878_e63a29bed1.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000123_40945423_5e3f0bb6b7.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000123_40945423_5e3f0bb6b7.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000125_7702940_3055a6d409.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000125_7702940_3055a6d409.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000127_90121984_d3c2999363.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000127_90121984_d3c2999363.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000129_17449161_12b60c8e2a.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000129_17449161_12b60c8e2a.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000131_61844827_0572077272.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000131_61844827_0572077272.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000133_64556395_399cd9f139.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000133_64556395_399cd9f139.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000135_35551034_ad6de06473.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000135_35551034_ad6de06473.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000137_76178247_c70e20cc79.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000137_76178247_c70e20cc79.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000139_55348963_3c44dfe248.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000139_55348963_3c44dfe248.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000141_33954390_0b8beef0ab.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000141_33954390_0b8beef0ab.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000143_4537809_bac360ab9f.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000143_4537809_bac360ab9f.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000145_88772937_b6bea2ab7f.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000145_88772937_b6bea2ab7f.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000147_65050750_9e56c3c05d.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000147_65050750_9e56c3c05d.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000149_10082044_fb352ef8be.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000149_10082044_fb352ef8be.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000151_55564511_a7732e4e37.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000151_55564511_a7732e4e37.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000153_40233208_5dcf688da6.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000153_40233208_5dcf688da6.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000155_76822436_b6ee3c7f66.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000155_76822436_b6ee3c7f66.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000157_92274410_6439e07564.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000157_92274410_6439e07564.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000159_50917684_b7c57e9fee.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000159_50917684_b7c57e9fee.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000161_27021784_68e87f46ce.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000161_27021784_68e87f46ce.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000163_83273819_13cc7b0fdf.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000163_83273819_13cc7b0fdf.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000165_6091836_43cc5b97f9.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000165_6091836_43cc5b97f9.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000167_28194763_5facdc9a3f.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000167_28194763_5facdc9a3f.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000169_36057503_806e8b619c.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000169_36057503_806e8b619c.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000171_28680385_d38c15e43e.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000171_28680385_d38c15e43e.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000173_18149460_1a8f04bf8d.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000173_18149460_1a8f04bf8d.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000175_48891581_b1955fa568.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000175_48891581_b1955fa568.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000177_87188753_698a88bcdd.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000177_87188753_698a88bcdd.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000179_95313314_736de18a38.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000179_95313314_736de18a38.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000181_92361743_c7aa3fcdad.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000181_92361743_c7aa3fcdad.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000183_27181785_fce912f021.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000183_27181785_fce912f021.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000185_63829879_bf26f4c4ac.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000185_63829879_bf26f4c4ac.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000187_29341130_d8f70e3bd7.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000187_29341130_d8f70e3bd7.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000189_63953962_41b3ce44e6.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000189_63953962_41b3ce44e6.txt,bio0001,train,480,360,2,1,1,0
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/train/bio0001_frame0000191_70902963_99c047b95a.jpg,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/train/bio0001_frame0000191_70902963_99c047b95a.txt,bio0001,train,480,360,2,1,1,0
