image_path,image_sha256,label_path,label_sha256,pair_sha256,split,sequence_id
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000029_38097685_94bcad8c20.jpg,5efb5ca3fe6f0471b3efedec69a40d30dd455c9e29b23e2a1a849969da690a51,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000029_38097685_94bcad8c20.txt,0f97b3f024d26c23df332303b7861ac08fab64399a3d6a9135aa362630d090c8,bef284e2758b9dd87fe33096c829c0f9f5d2173520a460995142fac4a41fe34e,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000031_83287907_9835286974.jpg,f38b02153c5530eeebd1d982784e3ed835d6d1c19fd624e37b8fb42f9cdc6971,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000031_83287907_9835286974.txt,80baa710375602c06679959aa5afe2ecb4634dfd09b1088661d5f8fd209b333c,22bec4ed1207883ad329c0cdd158f2bbf8cd0dd2a872874d160daad978c8e66f,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000033_97363092_b2c443eb1f.jpg,f4165d4782ac5615d3c5f2f2dd2634e9dcf7c0f6199862e925d7641364beb7f6,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000033_97363092_b2c443eb1f.txt,cc4f13d78675172011ddbd541f024483f9907353a6eaf95568b4a46c6166091c,4dc47520454229c8f7d8d42ba13ab2aee9d3caf16c7b1ff0894135a534f130c1,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000035_9730327_f44f349250.jpg,5f6bc374366c5e18cc0789d34bf0aa4705756e9da61f0d83bb55b0176ef0f610,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000035_9730327_f44f349250.txt,57b77c55a1ad03cf0c5e6aa34153f4de76ac1cb21b0f990629ea5f7daa82ebfd,2c41184a89565abded2ca3a1a1d63f6e26f88d41ed1fed9ff157d0426eaceebc,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000037_41272485_9fbd7da8db.jpg,7c775660fee8f7befcb3df323415d53758b04ef26e006ab79d5ffe05a901eefe,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000037_41272485_9fbd7da8db.txt,2efebc3a480a6693cdd3bf4811aad2e83c8882e12c0f19760276631282f4310a,980fd9c112260c6247177ef98b06f28ec883b72c4fc54e4afb02617070e29a75,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000039_6826136_cd2a7f6811.jpg,8ef0f28c2f7c0ee61e90625cf552a810c034ed0398d2cb1b5ac82f3c139cebe3,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000039_6826136_cd2a7f6811.txt,5c99d050f25262baf39203d6fab198d4f6f7e9cc019adef415b520d6870cc4c4,66705a0d0f21c231717d5b9f00e45aadfec266a81af7310f923949844f79af14,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000041_12515656_a2e349f8da.jpg,11af7e244b8023066aa9e5ba0a15313347a9a3d43e832a5dee7eb2c5a499d056,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000041_12515656_a2e349f8da.txt,96e7516eeb14eece62dbc9fb334d1a9a36be35c9fadf376142de291f37b27e89,ed022a0650f0dad255fa5c886e2e7016fccd59c7dedcb2d2a5d526f96a6d9dcb,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000043_22320655_ce86548ac0.jpg,f44ef7dc5f3ed0e8767e2840a3015e370d646ba88298855f23c12486aa2e0a92,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000043_22320655_ce86548ac0.txt,25055dbf34f470bf187c2faf66fe4eabce4980c79966c7817bf100506e076608,4bacfde681010e44d79633ccafd96920e42f8aad5637715f0a7cd9532d871d60,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000045_20315810_6cf98f5ecb.jpg,5f8762b6580a15bd3e09c18ca58f351d16915969617e66a007b689f3cf8bc749,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000045_20315810_6cf98f5ecb.txt,838ff159c41cce41ef4a77cc82113ee52327697303fd47eda0602e8ad337a2a5,0e23f24e1a9b32940ef2d3847ee08c38a3d1c92aaf41a8d78924303c9a330db8,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000047_59937487_b32cbc1fd7.jpg,b49746d8e8d9c0ae867481e1e84a40ba1e94de444a3a05be88be555e4eb1c285,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000047_59937487_b32cbc1fd7.txt,60bc1963cc666c7c0496d10dfe9df6d77cceabed54c94b3772a291c8acb7e000,1dcb9b6737de2fa4db5856daf89bbfd52d442cc9eec0781bcc0f917edb17d949,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000049_83378865_5412ed8a54.jpg,8fdfc5a180b409e58676b62a373cfd678332843e517763153aa6b1e421204078,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000049_83378865_5412ed8a54.txt,7f806d8cfbcc8fde6ab320dc027e343f0a3ba6697036e4d20865ad0bd9a04a6f,fcbb91fa7db5326f3a8630c3cf1a2776694c9284c6c99c2dd02490150a414b4b,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000051_23256973_0bb3b4c070.jpg,21409cebc3f34f00be23e46946287130ffe3f21105c79cb258e404b5b385ad69,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000051_23256973_0bb3b4c070.txt,6e497fb8634884240513d057c3157df0f922b28e88dfa8e0fc19259b92856979,b9ecd392bf018d75e28e3bd3fe28f078de3117782e79eded0d692e53ca6f83f7,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000053_74238593_9de07a0bda.jpg,fa8119151484615d032ffd94f246079ca6ab2fe81efd703fef65034d1fffd551,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000053_74238593_9de07a0bda.txt,4ab185e9d9a4e2620fad70288ae1f3c6c1b25e621ce4686791c39ab8d51d0cb0,9dbc324627f95f447bebb73a9caf9e4475bd349c63842a6ffd111cde213de898,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000055_92421600_e2834f3f63.jpg,9593ad5ee25e4b246d9699b86dc4e2d00db373940e72c2612685634cb1a46a93,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000055_92421600_e2834f3f63.txt,45969c3f14b886239f8d330b3b513cd8cfed35bfb2d8aba1cc29e1cca88ec278,bb2f6eaa21abf43f86b78d4fd711888a327e0028a442d774b727adf626e8c75c,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000057_67131522_feea1ea186.jpg,d037e4c4e4223ee1c4b23060917a5165e156e2a96564eadfab69fb39de9659d6,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000057_67131522_feea1ea186.txt,7c2083fc46e2eeb697f4fcf5d87234fdfbdfa3fa1204049ce9756c9e454ad52c,c9130aeea118d7941ecb23f37baa0f59a2bf2384257acc1b1d3a40d0d55fa2df,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000059_66344432_2e19a7802e.jpg,685d0b1fcbab56f8ea06be74787ea5389d3f2cec2d81125795d9d0074111f356,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000059_66344432_2e19a7802e.txt,e71b1f5bdf01913682332d520318f2dc04e1e7bab8d329f050a2c48a69807770,ba40ab4e031c86bdd0ea0691446a5ed3ff7ff12078c5cca9184a66ac14b2f713,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000061_51500129_5409b1417d.jpg,cdf4534a7f5c11cc7f62e0cca235f63a3df397ae332e6fdaa497ec92145a9d50,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000061_51500129_5409b1417d.txt,80019eb70ba8006d8941ec5acaa59dd28fdee2f01d62fcf4d4efff02a97c960b,aa26a34d42793459724a1cdaa169c0ef6579406b47fca273c0f2d3106b0eda9c,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000063_36835038_e03c30ae80.jpg,1e5f1a598999850e0d6192ff92845586ae1f1b74c9b00e4f0f0982d8931f88ee,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000063_36835038_e03c30ae80.txt,12b019fd869b0c7e53045e080e281741283be93bbeab9a5e704bdee8cb463a36,fc621653b1abf42fe2741cd1988135e3523fa6c6d9a25713d46d31cdf0f53e08,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000065_95229679_ba248e945a.jpg,0f87fe7d625eedf0344ef6fe6b3485a54fc2e46019b70f9a1909cd64b1a9e48d,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000065_95229679_ba248e945a.txt,2402a69d4677e1f51687354cab438b6e1171bb869bbc924e44155511a9653f24,edf2c75832e2c7c5c5db467d82d0a28dd26147da860e5a88e6b0b5a1c5258ec5,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000067_40413785_557c1b51a8.jpg,4cedb11ac5d3ed804815d88db04295c5f69fa405f2aca8206d8f069c3879b92f,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000067_40413785_557c1b51a8.txt,b0867c9c2b0b1f30ef009260b58cc3bd71fffc8a17e7bcf36917a4f93b8a4593,222aecd3ef18c38b65f97f0a75a75aea77522bd6f8fafe7e5027f2ba48e53622,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000069_25680756_975a0a3220.jpg,762fee0d3511473b30707a6577b85cd8016c427f858b77139d17fdeade224c4f,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000069_25680756_975a0a3220.txt,7937d0d3c5ccd5db0c03931eb2565ffe560ab1d2d15ba1cbb3742ea4196ded54,3e1dd1406f1acc19b7103604638b7366eb25925789e530fdf18d25e9e302446d,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000071_40749106_8eebc324c7.jpg,f812771406b26cf1423d3b69b039ffbb556db3b52e67bce84f852a8bec9d1d87,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000071_40749106_8eebc324c7.txt,b47d0f46c51f525b21ba7ad9cc74e00e66cf9bb34604725c2f67d5242a2cc294,1e624887faf46550200fa01f2bed113c5ffce3b663e6c707f5d9d604005249f7,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000073_71375646_36eaf6a470.jpg,47223d7107285cd93ac6f274c2372b5b2b3155b90114743d54d04cc128cbf4c4,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000073_71375646_36eaf6a470.txt,22e7db4007690c95fa92d86911f8dcc75526c60a92e2cfef2fba2798e5477a7d,25bbcded5f2b411a1a81c96ef9ac307e0e55562f10dc0375a024e3e68faa4ecb,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000075_80647410_8b4040a155.jpg,218b8a76265e2caa6adf8c0be70ff2b8c7a4152f60636107ef1470b80eec0eb5,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000075_80647410_8b4040a155.txt,bf2f382e56fe4e4acad97a274a683c5f952aa9502f25dd4e71d00c2789c01a2d,9b1afe5a64d753d1645f35df6c3d92f00d8ed2ea33e48a33aac5d011d1e07f2e,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000077_34625714_062ce6b08f.jpg,346de946345b80618ce14b2a2e53dba5ce568d36b2d20ba432f0a70795287f00,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000077_34625714_062ce6b08f.txt,d958133a47cd01091df7bde8b3065d3aaa3c9ba9cc6d84642d655183efadab29,c21887c000a0daf0cdab047a674ae764083ee4f7634deb65d41a16116155e9d6,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000079_67970054_0d353f7b4f.jpg,d4387c60fe1228e973165f7019b84e7eaddf47c982f83d688468458719b20158,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000079_67970054_0d353f7b4f.txt,29fe0d345e51adf74886a2885d7a6e58c4bcf0aba3bf2aa447458bf9b5d44a76,bdb83d9fc2c9432225a31d04a81c6cb025ea668736dc0e1226762b9460c053fa,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000081_64048326_ee1924b767.jpg,5f60b497f6194c200cef1687096363bd1021a2ee8acfd0a8aefeb11f47733830,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000081_64048326_ee1924b767.txt,11410f8d0229d89ec3b23c7e7daab5aa252ef806819143967afb6318bf9b15cf,a341a2553a8de8c43faaadb9b9c46b44f5da43d6e58667956b3a69a6928443de,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000083_51508141_ff4bdaa378.jpg,df87a4a5d291027b31b2b3ff21b0e0f5f9f59818eb4b4cd4af9ee883c46dd738,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000083_51508141_ff4bdaa378.txt,1e86d58f3633826f1165b18f243086a5e0a985f2c935b27c2af5b85665d91993,854664031804c0d606c99d5a6864fe267df1d7deb68d92398249f48337af077d,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000085_14921029_6d1cf49096.jpg,2570a19bdb9a22daac8ee908c02e6d91ffd7796b74a17616bbfec1677cb9952e,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000085_14921029_6d1cf49096.txt,03594da7d7318652fdd345c8ebe2daceca27581b2d1b1352481ddd820e22c558,229903a1960d798b3b4a011185d8d5832f5655e78de25456c4b386503216b925,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000087_79966677_16d7635b15.jpg,78163805cc0e02fe60641d2f6bb9bff72c1fd7fca7286107a723e2d7d9b2edaa,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000087_79966677_16d7635b15.txt,65d9000ec8eb6e69ad2c26bd9cd12adca5eb10864a16dc81b9aaa349e55897e3,fda7042a7f844d7f773dd7d6dbb98f22f8a0aff322ab92a761da9b0ef86d58d0,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000089_73875782_837ddbf205.jpg,c7a3a72a5310f002785853ecc8a1d331137fbaf357a30259f39923f1b2c60832,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000089_73875782_837ddbf205.txt,86dee382caf8e50e417044669b5a64825c6f5faa432b4ef90d679c60665f70f9,9597226680ac87b22f03f78320631f4b958449cef16e8fd47d11200a6d12ae0c,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000091_19649821_315c1bfff3.jpg,cc7a700287bdf497b318f0de61735bc3cc2d98e740063b990a12a9449887149d,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000091_19649821_315c1bfff3.txt,1587548478455428770f42a97bef4287c35e5699ad554af1d8e0d271fb3416ed,02f2c4980e88c29e01e1629a3dfd2135cbd9ea49e525414af5c691b08e5029e7,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000093_64096913_893790d1ce.jpg,4b845825c74a226adf1a1737590f029090472dd52a89f1f79f3199281393ff33,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000093_64096913_893790d1ce.txt,8f7bfd92c3855641b146c5a2ccfadcba20d1961aa91d502ddf5b3346cb39ede5,6f3054b448b2fdf8f3326c022c1665f3235656a1fb5484ed070fc6a3a3afe03e,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000095_35275354_479d1e1732.jpg,212c30f0b34fbe7e7d2eade72fe03d18086f5100b8a28e6d093a23b6a8192af1,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000095_35275354_479d1e1732.txt,ff9cbab1c9864ee5ae78c61e2f13f11eb4b9e7abfc3c929b6902249d1f6fa1eb,f5725d40e42faddef492cafe042d5a93756d3e0d9a06f755dea70e4217a290e5,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000097_7883679_374141a982.jpg,e83ed1eae9e3493f8100f8370c0264eb1febad7c90bf262b28312b08d30e73f1,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000097_7883679_374141a982.txt,5c2300c541bad4bf4df21e48be1e44cb772ddf4dff1bea68adcb82a480d94bf5,00868a067d64754d5b5ea3dd21b698a33eccaba8852319751775c48289843ea0,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000099_79652106_0719739f92.jpg,0ba90d49bc9da0a67ba44588aaca6f7997f85b8a001caa6526ad23886fd34a8d,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000099_79652106_0719739f92.txt,5c35631aea6bd196cc0be0fc7c4bad845d8708851d88d5f1ed2dc88ae0b52f22,ff0059120b29c13c71839742d696d12e4d1837a5e1275765b3c1441dbba803fc,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000101_56923172_bf59a1a7d2.jpg,fb795f3b7554853e55c21f01808894bff1d77bb102aadfe35e0148ef174b9d38,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000101_56923172_bf59a1a7d2.txt,068d18fccf4d58cbc45e8f0035cec80c0ca91c8b4693265bda6eb32999fb04e6,68f8a3ad04f2de3153878aa7c54146e66a8863bbac7de32acfbd5046c8a346cd,test,bio0000
tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/images/test/bio0000_frame0000103_31943136_a3e4d7f5e9.jpg,139011ce45c72761645bb9290fbe0e27e73972dcf9254cef519a517da89de3ac,tmp/sequence_safe_build/prepared_datasets/trash_icra19_clean/labels/test/bio0000_frame0000103_31943136_a3e4d7f5e9.txt,4e62a1c862dd4e42325b08542466954b66488da0987f4cacf05ecc8ed3609579,c63d962d0662dc88512f81568a06e826f585684d584a28bf220e20c40a829d29,test,bio0000
