archive_path,image_member,label_member,xml_member,original_split,split,width,height,object_count,bottle_count,grass_count,branch_count,milk-box_count,plastic-bag_count,plastic-garbage_count,ball_count,leaf_count,image_sha256,label_sha256,pair_sha256
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000080.jpg,datasets/RFT/labels/test/000080.txt,datasets/RFT/xml/000080.xml,test,external_test,416,416,2,0,0,1,1,0,0,0,0,b9f3c791aa02525ad61a7bb21f69619c10a6fa19ec4a44a09b17d390335415d1,0228c3606871b63afc2f80ec179ec2efb4035beabae3458716ade681b0737f27,841c1078274f748d0e78dc330ba3a59c7efc1ad827bcf9620c109fea694525bb
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000085.jpg,datasets/RFT/labels/test/000085.txt,datasets/RFT/xml/000085.xml,test,external_test,416,416,1,0,0,0,1,0,0,0,0,4922e987da86f3463f16284e903d220b2ed195de05614e3160b18e5d2c27c929,973b9f8f07ab46ee2efc606596feff923deafb097dfe0c8dc57a6536ab073270,2c8449abe03a7d4433b6e694c7318db2cc946a8a6a7747f5f34b1b7b0ce2b658
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000088.jpg,datasets/RFT/labels/test/000088.txt,datasets/RFT/xml/000088.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,75b07d16b0bb05098855c15ea821d8e5f561ffb2958b82e6a673a9611373ae9f,8c08fd4a2ece6d9a996b07f46d0ce466012e467305ddbd69183a6395c6638bea,5fc28f3b35cffee1750e060cdd59c3fb295a8e1c42ce9593d934c36a91895c2e
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000092.jpg,datasets/RFT/labels/test/000092.txt,datasets/RFT/xml/000092.xml,test,external_test,416,416,1,0,0,0,0,1,0,0,0,af7c2d158f468a5a681887361fbd776da4fe7cbe1b27b318060a759130f18b81,e775d13e628956bebd0b576b0c1515a783d300294d70356c48fd5619604b44c7,22b85b18d92bd72c174726907a71e49941f0819344ebe40dad038651987bddb3
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000101.jpg,datasets/RFT/labels/test/000101.txt,datasets/RFT/xml/000101.xml,test,external_test,416,416,2,0,0,1,0,0,1,0,0,eacbf8ccc8ffa9b7013bde281ce191916fce707b54a7f17dc1542ac93ac88d8f,a48850787a7c34086ea13dbab8ef3ae3140141d687d60110d54498b36ecf1caf,a869764ff2127c60f296ead0bace69863d47422cd02aa85eae57bce9c8e10ce2
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000104.jpg,datasets/RFT/labels/test/000104.txt,datasets/RFT/xml/000104.xml,test,external_test,416,416,2,1,0,1,0,0,0,0,0,c4ed4880d5467918969b1af42fb721775c14e98bb0cb4dee9e4b3d3962e6aa0a,ae85b8e456925c07e830c7c6c7ab5e566a47a56a82a04932f1f0abef1516817d,4fd97393209fc46fef3dd5bc49e71bbf58b4cfe99bd9a8dbc8deb089caee6314
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000120.jpg,datasets/RFT/labels/test/000120.txt,datasets/RFT/xml/000120.xml,test,external_test,416,416,3,0,0,2,1,0,0,0,0,18560e95570a613a67c4c212c38e235471a7dade9d3ae8fbfd18a0c9eddf59b0,edd1f31d5d7749dabe715e9426d3404fe794dc0f0ac2a88942999f9aad1dcc5f,431979de15f2f3cb01383b7eb2f32bc24808254b343f95f002ca2fa9242d0333
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000121.jpg,datasets/RFT/labels/test/000121.txt,datasets/RFT/xml/000121.xml,test,external_test,416,416,2,0,0,1,1,0,0,0,0,5b126d7fe8679c078d1c11607206be306159dfbcff68e12ba00a40421dd818aa,39997013ca2d47999d1a532816b5bfef54ceea3dd1bbfba162e447df75250872,1a8c6d55d3c9e399e5e7cffb1cc44e104efb1b6fb7e9a90c7c062749a789aed8
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000147.jpg,datasets/RFT/labels/test/000147.txt,datasets/RFT/xml/000147.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,2f45b48fd57edce6d0e80c5e9f763987ed608ae1742fe3c76295aaa7996bfdd9,3320acc9008da87a75ff43ae9b6175d86d010d1581b83768b5c52c7f8a3bf4dc,ed3f0609cb0124d5a3b0bde61200b8141d7a607eec3d40a88e051608c3cb23ec
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000149.jpg,datasets/RFT/labels/test/000149.txt,datasets/RFT/xml/000149.xml,test,external_test,416,416,1,0,0,0,0,1,0,0,0,1c687870302e70c158b83c1986838090017c7b7139b33402cb4e5c43d35ba356,c1eda2892545d8369cb82f4644421b8ccc59a8dfce29845a3e98a4e3da16b866,403bbdd192a6a9a948df879369ce3a24ac555b29173dc6a7f47ddb57cf870b77
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000162.jpg,datasets/RFT/labels/test/000162.txt,datasets/RFT/xml/000162.xml,test,external_test,416,416,1,0,1,0,0,0,0,0,0,1bb3aee9b74a68f9697d646218130c37884a89dd264af95f86b76c2e1a5831c7,12f0033774a66a68178d8aeb7dc4dd4a7b5e77537b8001f1121f8ee34f852592,29b272a46f222f461ae44a16155caa6e0aa5e98515fa5278e67ea0f4fb716d67
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000163.jpg,datasets/RFT/labels/test/000163.txt,datasets/RFT/xml/000163.xml,test,external_test,416,416,1,0,1,0,0,0,0,0,0,1f105f8a409406f402761e37800dc95bb13d6dd32f664b44ec443c16c5921e2f,effae245c0d3b2c1240f04282b5daa33c432417a767675edbfcf633a67234ba6,6dff813b740ddce14f52bcc7ad8cdbaa5b11ca9c42d4cc257afcc790ddd25e4f
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000165.jpg,datasets/RFT/labels/test/000165.txt,datasets/RFT/xml/000165.xml,test,external_test,416,416,1,0,0,0,0,1,0,0,0,89a86d8a1be49709a1004d0be800f6ca9862ced97198b67d82e91c369cb6d559,5dd3ac04e749bcacf848feacb65ca43d6bc02b98b8d4535b26028c25a811529b,d95104f44d42ec7f7625dd51fc3502aad95f7829112e9b6d78ff7d91d4152b42
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000174.jpg,datasets/RFT/labels/test/000174.txt,datasets/RFT/xml/000174.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,efbb6d87ad695c22d22e9383ba5cbf8ac63d5ff4b35d550051eb8d7988041b44,2d2b4152446fe7fb95c6701d3b0925cd4b1ded570e581603827317dd698f2c07,eacaae1ceaae31377ac3013548db168729c68de03e14d762f3005fe1d70a775e
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000180.jpg,datasets/RFT/labels/test/000180.txt,datasets/RFT/xml/000180.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,b0a1d2e0ec83e85e3f9c81149e87a074224d720ca51868ddda9d61b4de9ce21e,910afebd0ad33fd9752e1fb9026a92eb07bc62ea33d9ddbee596ed837ed70220,c74d0d74c76432fcac18775e1a73f53fb7f92a2d1ad44623293b42c4da52dd99
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000193.jpg,datasets/RFT/labels/test/000193.txt,datasets/RFT/xml/000193.xml,test,external_test,416,416,2,0,0,1,0,1,0,0,0,7d2d61f51108b4d7b884d15b774678ad5f7d6f9387dc95e576628b20df66fd21,c9c7aa2335853f713527667b959cda5c18add6019d84394d7558abc425c0ea23,48dc0c8337ac90f3de43b27cd7b2ff688bcc0c0a697491b3321447c0d72b502e
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000202.jpg,datasets/RFT/labels/test/000202.txt,datasets/RFT/xml/000202.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,ffa0255c4763759373115700d10ff2699271d942a62d3dcdacb85ec259ffdc4e,7e5827c9171bae297cf7f6d2cb1c5466afef278855074dc772a58aa08ab55bc6,8ca7fe73e875c3233d81f8d18c48cf8d195582e22b3432c00793a2dcc5e1e014
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000203.jpg,datasets/RFT/labels/test/000203.txt,datasets/RFT/xml/000203.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,33b73b50204752d875dafabe2713ddc06a5cb15628cd04f49dd60d0b0912076b,490814e214126973d882cdd3416a4300c9d5015ef142cbfa499df51c8f125967,4287a0a3b8b090b32145306d5e531a0d9781254391282c14b8a50ed80f0a6500
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000213.jpg,datasets/RFT/labels/test/000213.txt,datasets/RFT/xml/000213.xml,test,external_test,416,416,1,0,1,0,0,0,0,0,0,aa2c6bc1cb1785a78f7c3cf0ab2922cb253aa74d70a45cb0189c131596cc22d7,57ef0bdf2f4e6c3eab35c600d71506f1b9947b250b63af84b2ed9b54e07aafdd,05de10d5baffecb03b611103f984c5eac7803474b770d93c52e3165ab8e9143b
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000214.jpg,datasets/RFT/labels/test/000214.txt,datasets/RFT/xml/000214.xml,test,external_test,416,416,1,0,1,0,0,0,0,0,0,211605fe94185a045513f4ca817f30fc61008b1dd04851c3a98fe227b7849c42,b83ebb9065800ccf03c984aae7a6ced672bc6bfa7eeb5fc2a7ab669b0318dfa0,90eb0f02ae6ebedbfeb83653b2f045a7bdfc8f59e10fa885ca11c08cc813be0c
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000223.jpg,datasets/RFT/labels/test/000223.txt,datasets/RFT/xml/000223.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,99bb84c80679b0d0bb121e72dfe571ead3ab802451adec123b2b687502b3d006,a15ac401395f04795959bf816d764d709ba2d97cc4617ce9c92b7f72377ad317,157cc1250f97a94faa9baf2694bc57721d7c199a3b01a7d53c1da00ef58a888d
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000226.jpg,datasets/RFT/labels/test/000226.txt,datasets/RFT/xml/000226.xml,test,external_test,416,416,2,0,0,2,0,0,0,0,0,f3ed5f95cebfa1e9566dae351c170f135476ffe3a3639b2166f9540bbab4b60c,5967c155648d1057c200862e2d44251a5741aa61791f9341a5e0a74f369538df,3d9a541fc71fd1c21fc598e744bd7267f5732ca5ff6627a818f378ad1970cc06
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000229.jpg,datasets/RFT/labels/test/000229.txt,datasets/RFT/xml/000229.xml,test,external_test,416,416,1,0,1,0,0,0,0,0,0,fed6fa006f6c1ef52c77a0a5264a7c602f66255ba36af9a27c41c4a459534557,c095a17140c0a155c43c1cb95ee7228766991a0eadf79192e8afc33c999e77a6,5f9a2955d0440cf25370fa6be80f4086f8152910d4199a2114cdb1756132ad51
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000239.jpg,datasets/RFT/labels/test/000239.txt,datasets/RFT/xml/000239.xml,test,external_test,416,416,2,1,0,0,0,0,0,1,0,8c4f0348a9766542b77a2f3eeb861b897bb8c23471fab3fbf74023fa7c80bd86,0d171745bef7e0d21bae3daea4907c8f687f9c69c41c2c91aaac7e7a53d3f58b,b7b0c93b4f0dd0bc52e50f4ce58c415cdf219d218d5ca48e34d1d320aefb1948
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000240.jpg,datasets/RFT/labels/test/000240.txt,datasets/RFT/xml/000240.xml,test,external_test,416,416,2,2,0,0,0,0,0,0,0,07079c7000b9136d6505ca582db6470684d088a10ed1ccf17530d6b0571e778d,a8d31420d74fac62e2c8032726e144a07b874997283e3fc991af66532ff230b7,b32636f14543115dfd108edd94173979ebf95b9afad77f4f082d34eb5cae105e
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000268.jpg,datasets/RFT/labels/test/000268.txt,datasets/RFT/xml/000268.xml,test,external_test,416,416,1,0,0,0,0,0,1,0,0,007733f0663e0f8cff130de9d87a10e9767fca3a22fd05bc625f003ea8b84bbb,88525f8c1b5c48192ccd397d05c1b9582a01ebe450d14966797fad1b91f6a0f5,e14a5cb6ccc31dd23247a81e7bb2b3f7f695faed4d630035a3799a4fc0a6b040
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000270.jpg,datasets/RFT/labels/test/000270.txt,datasets/RFT/xml/000270.xml,test,external_test,416,416,1,0,0,0,0,0,1,0,0,9378d66854fe34bdac6c5f16035be2eceb774c776ad8f0863e493369f55f73c5,73441e09ee50319cd371937ef2cb89b10b8704bd3482b5874884e47e0925afe7,cf6ad04cb453600247f30a228ca661c13eeddcc8d39eeea1c9c3cb755c082015
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000277.jpg,datasets/RFT/labels/test/000277.txt,datasets/RFT/xml/000277.xml,test,external_test,416,416,1,0,0,0,1,0,0,0,0,80757b73c31faa3bd09bd1dd723c56e415f796b5345d5900e84f8916ef306738,4ce7ccb120f5002e63179455eb79217505ab48b0f2625507dc0e6fedd5b81a11,3f11779f0b32a7cdb929f7ab40e4af7e130c0279982ecc363183fbfe7f2682f7
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000280.jpg,datasets/RFT/labels/test/000280.txt,datasets/RFT/xml/000280.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,727df4ba2b2efa90a49a2539565c00ef0917345143da2288eebade2945c8e664,3778c1fb8400b4563cd9cd205751f9b2287085ee14a743db8e05a72d6f9579d2,7980631842a4da5bfa581245b95749eea62ee0673ea701348614a211c82a8653
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000281.jpg,datasets/RFT/labels/test/000281.txt,datasets/RFT/xml/000281.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,7a5f0eb7f8778b3d7dd3d71d3a7c75ef2c8e0f309d547c2777fddec7ce0a100a,513ee25e39d4ce1e57f5994041bc74ae1f4eaea515109cd509c37db5347b8aec,7cf8238ed59fba850c1fbe8a0c81fe11820951224252d0342fcde8faeae02987
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000287.jpg,datasets/RFT/labels/test/000287.txt,datasets/RFT/xml/000287.xml,test,external_test,416,416,1,0,0,0,0,0,1,0,0,2c147714c3a1bbf78348a87c1f30b46e9550e327c251527a35dfd74e806dafd5,86e128478793bd5c38fb3cb24f76ce9418d181df2508eaaf4b7ba938b4b5654f,ef11fd6952a12669d663e6e4162158d952860a7726bff456cfc8e0adbc48a5a9
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000289.jpg,datasets/RFT/labels/test/000289.txt,datasets/RFT/xml/000289.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,5ccbf322b708a0b3d6cc800a3e68b8ee464cf8b65dc7f4dc29a4980da144eb2c,548dbf1fc6d6e2794d25b1186aac4edda7bff82bec9c1f3a06af0ca64fcf6f72,4ed144262cf38c39502068fb1449efb133a71c6bac83d1e4ad0b1755d23df664
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000298.jpg,datasets/RFT/labels/test/000298.txt,datasets/RFT/xml/000298.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,f4125e080177812795db38d9d44af38a1afb049f1483cdfa518356026b2b3ade,af16759c6269c4f6ced6b956e22190fdeae34aa1043e122bbfdddf1fe35a152e,3da70d948d6d40e0a99b8f10b45dc6db8fac1111396950ea06046a0950ac2bf3
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000299.jpg,datasets/RFT/labels/test/000299.txt,datasets/RFT/xml/000299.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,08d25641c914c2a2fe08a06f512197c2014f32f5311d7b85e3e3c41c64af24f3,36349d59de15c542f2cf75d74480d8a25c61b83c05571dfab8bf6abd73f42cd6,7ed7caf401595cb98ce5eb067df6d08b294b83b2bfcaa3ed25f3fafc9ef9b8bd
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000308.jpg,datasets/RFT/labels/test/000308.txt,datasets/RFT/xml/000308.xml,test,external_test,416,416,1,0,0,0,0,1,0,0,0,bdec921e1a60e131fb52acfe977cbb8a5e206dc21594064fe1efc38947bcb39f,fa103ada61873ec373db21767e2568ec712fe22189f4d39de09173f727e4d083,574dc07e58182d011ea01b7362d528795f7ed14994a8d50b3018c11bc9e02a58
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000323.jpg,datasets/RFT/labels/test/000323.txt,datasets/RFT/xml/000323.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,909812d17a0d2634ceaeb34f01af29890943e875bff26c0d9a2ffdd673dc86d6,05514a4794f87f531a8a09c5a86531c3acba41674de97ba1507c3ddc34b627be,d6d3e3f3e12ad87c18a0d2bea158f789f5a8179b0e7e231344a8a74bb806543e
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000324.jpg,datasets/RFT/labels/test/000324.txt,datasets/RFT/xml/000324.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,edd9222c78a77c52c3b0a824a61e718f5003372088eb51c3c173825fb313777a,43fdaa127477f50cd3516261d9d95cf6fced3337fba4b493f8faa43341a92d32,3361819959607ba3766c9eb87da4dcbf4e7fa3e5c7b7acaaf1b59cd6d972729c
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000341.jpg,datasets/RFT/labels/test/000341.txt,datasets/RFT/xml/000341.xml,test,external_test,416,416,1,0,0,0,0,0,1,0,0,95ecb4b23075f819a45b1d60e7ea667ba81bb97242559d4bc1e62fd65dc79ebf,2cee4b19463065673c3055e06c0ce9a535e01da22001b1f4e27839df9cd39781,dd4205c77c8ed06cdc8213fc1283a5cd015436595f4bf39fc67fbd5561dfbc82
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000343.jpg,datasets/RFT/labels/test/000343.txt,datasets/RFT/xml/000343.xml,test,external_test,416,416,1,0,0,0,0,0,0,0,1,7925902a893616fd33a8ef2b593501bf3b51da2a957790c69ea78ab7824f284b,e23c6c82bd3b9115b551dda67e59e8ddab297c64ecbac2d373b3bb83c1df9fdd,e194ef8ae1ea1b2d9cbde3d66862221a0fb0ca47b55f8a7ee5d52c383a515114
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000350.jpg,datasets/RFT/labels/test/000350.txt,datasets/RFT/xml/000350.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,784cb45b9b6f09d6684558ffd13bf0ccea2a6e583c8bd7fed21b7a38d1b817f2,535b121cc8482b21e2359431a2d9278a2802e487ca916ace13d196703e0287dc,e4e078d9227d8e7a4916e9ecbeb34f2832605f2e5204e9393d4c54419d3b6f51
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000357.jpg,datasets/RFT/labels/test/000357.txt,datasets/RFT/xml/000357.xml,test,external_test,416,416,1,0,0,0,0,0,1,0,0,6403e7c0e7c5ee2c4ea10746e60a41d68056814e19b98d578c074fbdca070d3e,e526a749d1f28726ef4676f613d92ff6fc3aec81355031c36e768b7d2d2c6fb4,1651042f1d1b60dbbd794dd1fc4be1619e5b14b5667fd567b4a5ba3bf6473963
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000360.jpg,datasets/RFT/labels/test/000360.txt,datasets/RFT/xml/000360.xml,test,external_test,416,416,1,0,0,0,0,1,0,0,0,433ac92e60a71a63039bb9657c1279f51285ee1d8ef37ce4da7d1bbb94c862e4,c804fbe3c74d92574f4b1ee880b71cf04accbeedf6b253267edfe4d08b5d4547,d660a6f13a2249830bddb1b7079a1c45f71ea3096fb0597d6eea105e67f5b360
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000361.jpg,datasets/RFT/labels/test/000361.txt,datasets/RFT/xml/000361.xml,test,external_test,416,416,1,0,0,0,0,0,0,0,1,6f3e35e15e120a645934dcc7ee87bcb799e75254a6445f541b76e0345663f24b,1f17944928a6bc2ed69fd524ba1ef616473a9c928eeedbbcd42b5d4c8bd57eed,6af1cc8678f31bb7f0151a2f7a48a8a479f44ff2845cce944e897cc05a970bbf
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000370.jpg,datasets/RFT/labels/test/000370.txt,datasets/RFT/xml/000370.xml,test,external_test,416,416,1,0,0,0,0,0,1,0,0,4859d2a361929d6f7f3587a129b2e257b8331c50d358cec0b59d130ff2e951fa,20b153fda121e6ad62ae30365b3b48e08068ff6c58bdf18719d20ff7876759c1,c00273013f559a59a7f2fad9ad609a0b98965224d92f5bc8989ec95912cbf3b5
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000374.jpg,datasets/RFT/labels/test/000374.txt,datasets/RFT/xml/000374.xml,test,external_test,416,416,2,0,0,0,0,0,0,0,2,4b15038f9a70da9b0284280271ae638753c02f421be30642ef56b038b47d3edf,ca4a5dbe56231049956e0415f3dbc6e7dec9ffd1069b471ac33fb4d033de28aa,c995fb396b6d5a98405ae3aea418a6513f79bcc8d53b7bdaed3873ba5fe4afe2
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000375.jpg,datasets/RFT/labels/test/000375.txt,datasets/RFT/xml/000375.xml,test,external_test,416,416,2,0,0,0,0,0,0,0,2,1bfff95ff59359f3c206b2ca231139557271048f6cb4c3d78d4d2a8856cfd7a1,d7658158b6bf98d49ca22306f9cb5a5a9da8abe96145c218d504c4f5e3dc5ad9,4cc724476ab07a4cd1f5ccc034a3d9ec3c663c982476431968522aa665e22aae
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000378.jpg,datasets/RFT/labels/test/000378.txt,datasets/RFT/xml/000378.xml,test,external_test,416,416,1,0,0,0,0,1,0,0,0,a550bfb65a98b5fd05a3ba7e17aef5716e8390850c959e1c5caeb1472bc51fd8,32b8e5c6707db3bc072980b41588236d4b1009038b9cbc5c84d939278d8b3caf,77f1b90afce822c38e1c5389684f075cdcb9ee34104ded95577b0cc05113843e
.data_inspection/river-floating-trash-datasets.zip,datasets/RFT/images/test/000381.jpg,datasets/RFT/labels/test/000381.txt,datasets/RFT/xml/000381.xml,test,external_test,416,416,1,0,0,1,0,0,0,0,0,d6c832e770ad241523def917e4feac0d577663920dddd40c7aa07ad99e948282,1e0b5bfc4e60a9b5a484d9eaa4dd3e9a6de0316a6e2fe562c11b2ebd47955c6c,932925bd97604dceff723b61c47fc6bf81d29580f4dfee7a933d6bf453c73e1d
